pr_author_login,pr_author_name,pr_notice_time,pr_review_time,pr_changed_files,pr_LOC,pr_reviewers,pr_review_commits,pr_review_comments,pr_commits,repo_stars,repo_create_time,repo_external_contribution,repo_team_size,user_followers,user_dev_time,user_experience,user_repo_experience,user_main_member,user_watched,user_succ_rate
yossigo,Yossi Gottlieb,0,0,3,15,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
madolson,Madelyn Olson,0,0,3,47,"{'Madelyn Olson', 'Oran Agra'}",2,6,3,50279,4511,0.6185697153316922,186,51,1324,30.009999999999998,25.0,1,0,0.4665111629456848
yossigo,Yossi Gottlieb,0,0,4,52,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
zuiderkwast,Viktor Söderqvist,0,8,4,54,{'Oran Agra'},2,0,3,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
JimB123,Jim Brunner,0,0,2,28,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,1,2664,0.01,0.0,0,1,0.0
OhBonsai,Bonsai,7,2,2,25,"{'Viktor Söderqvist', 'Bonsai', 'Itamar Haber', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb'}",11,19,11,50279,4511,0.6185697153316922,186,36,1924,1.01,1.0,0,1,0.9900990099009901
oranagra,Oran Agra,0,0,1,9,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
hwware,Wen Hui,5,0,3,28,"{'Madelyn Olson', 'Yossi Gottlieb', 'Wen Hui'}",3,2,4,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
yossigo,Yossi Gottlieb,0,0,1,2,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
oranagra,Oran Agra,0,0,2,5,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
zuiderkwast,Viktor Söderqvist,0,0,5,100,"{'Madelyn Olson', 'Viktor Söderqvist', 'Oran Agra'}",0,6,3,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
yossigo,Yossi Gottlieb,0,0,9,84,"{'Viktor Söderqvist', 'Yossi Gottlieb', 'Oran Agra'}",2,4,3,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
oranagra,Oran Agra,0,0,1,10,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
huangzhw,Huang Zhw,20,2,1,21,"{'Viktor Söderqvist', 'Yossi Gottlieb'}",0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
filipecosta90,filipe oliveira,0,1,1,3,{'Oran Agra'},1,0,2,50279,4511,0.6185697153316922,186,78,2826,42.01,2.0,0,1,0.8569388240895025
hpatro,Harkrishn Patro,8,2,2,41,"{'Harkrishn Patro', 'Oran Agra', 'Yossi Gottlieb', 'Madelyn Olson'}",3,6,4,50279,4511,0.6185697153316922,186,0,1451,1.01,1.0,0,1,0.0
yossigo,Yossi Gottlieb,0,0,2,27,"{'Oran Agra', 'Yossi Gottlieb'}",0,1,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
yossigo,Yossi Gottlieb,0,0,1,29,{'Oran Agra'},1,1,2,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
yossigo,Yossi Gottlieb,0,0,1,4,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
filipecosta90,filipe oliveira,0,0,4,59,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,78,2826,42.01,2.0,0,1,0.8569388240895025
trevor211,WuYunlong,0,0,2,23,"{'Oran Agra', 'WuYunlong'}",0,6,2,50279,4511,0.6185697153316922,186,45,2873,0.01,0.0,0,1,0.0
hpatro,Harkrishn Patro,9,0,5,57,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,0,1451,1.01,1.0,0,1,0.0
itamarhaber,Itamar Haber,0,0,1,96,"{'Madelyn Olson', 'Oran Agra', 'zhaozhao.zz'}",0,0,1,50279,4511,0.6185697153316922,186,201,2799,13.01,4.0,1,1,0.7686395080707148
filipecosta90,filipe oliveira,0,0,1,6,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,78,2826,42.01,2.0,0,1,0.8569388240895025
yossigo,Yossi Gottlieb,0,0,5,127,"{'Oran Agra', 'Yossi Gottlieb', 'Andy Pan'}",2,8,3,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
panjf2000,Andy Pan,0,0,2,8,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,1764,2640,9.01,0.0,0,0,0.7769145394006659
oranagra,Oran Agra,0,0,1,6,{'Yossi Gottlieb'},1,0,2,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,2,14,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yossigo,Yossi Gottlieb,0,0,3,42,{'Oran Agra'},1,0,2,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
dgilman,David Gilman,21,0,1,4,"{'Oran Agra', 'Unknown', 'David Gilman'}",1,4,2,50279,4511,0.6185697153316922,186,26,3970,5.01,0.0,0,0,0.5988023952095809
huangzhw,Huang Zhw,13,0,3,126,"{'Oran Agra', 'Huang Zhw'}",3,9,4,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
filipecosta90,filipe oliveira,0,0,1,6,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,78,2826,42.01,2.0,0,1,0.8569388240895025
zuiderkwast,Viktor Söderqvist,0,0,5,50,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
yangbodong22011,Yang Bodong,0,0,1,15,{'Oran Agra'},1,1,2,50279,4511,0.6185697153316922,186,78,2219,5.01,1.0,0,0,0.5988023952095809
huangzhw,Huang Zhw,3,1,9,28,"{'Madelyn Olson', 'Huang Zhw', 'Itamar Haber'}",1,3,2,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
yossigo,Yossi Gottlieb,0,0,1,6,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
zuiderkwast,Viktor Söderqvist,10,0,6,166,"{'Viktor Söderqvist', 'Yossi Gottlieb', 'Itamar Haber', 'Oran Agra'}",3,16,4,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
yangbodong22011,Yang Bodong,0,0,4,285,"{'Oran Agra', 'Yang Bodong'}",0,10,1,50279,4511,0.6185697153316922,186,78,2219,5.01,1.0,0,0,0.5988023952095809
oranagra,Oran Agra,3,0,4,173,"{'Unknown', 'Yossi Gottlieb', 'Oran Agra'}",1,4,2,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
zuiderkwast,Viktor Söderqvist,68,1,2,326,"{'Viktor Söderqvist', 'Itamar Haber'}",6,9,9,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
yossigo,Yossi Gottlieb,1,0,4,35,"{'Oran Agra', 'Yossi Gottlieb'}",5,3,7,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
soloestoy,zhaozhao.zz,0,0,1,2,{'Oran Agra'},1,0,1,50279,4511,0.6185697153316922,186,151,1673,4.01,3.0,1,1,0.7481296758104738
huangzhw,Huang Zhw,0,0,1,10,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
oranagra,Oran Agra,0,0,91,6972,"{'Itamar Haber', 'zhaozhao.zz', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb'}",0,5,58,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,1,159,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,1,4,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,3,23,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
hwware,Wen Hui,0,0,1,11,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
ShooterIT,Wang Yuan,8,54,7,69,"{'Oran Agra', 'Wang Yuan'}",4,11,4,50279,4511,0.6185697153316922,186,43,1936,38.01,6.0,0,1,0.6577216521967904
yossigo,Yossi Gottlieb,0,0,1,6,"{'Oran Agra', 'Itamar Haber'}",0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
yossigo,Yossi Gottlieb,9,0,4,12,"{'Oran Agra', 'Itamar Haber'}",0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
madolson,Madelyn Olson,12,0,11,141,"{'Viktor Söderqvist', 'Oran Agra'}",0,0,1,50279,4511,0.6185697153316922,186,51,1324,30.009999999999998,25.0,1,0,0.4665111629456848
guillemj,Guillem Jover,15,29,2,10,"{'Yossi Gottlieb', 'Maxim Ivanov'}",0,0,1,50279,4511,0.6185697153316922,186,17,3491,1.01,0.0,0,0,0.9900990099009901
yossigo,Yossi Gottlieb,0,0,1,101,"{'Unknown', 'Yossi Gottlieb', 'Oran Agra'}",3,2,4,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
huangzhw,Huang Zhw,0,0,1,2,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
ReaLNeroM,Vladimir Maksimovski,0,0,1,11,{'Madelyn Olson'},2,2,3,50279,4511,0.6185697153316922,186,24,2292,0.01,0.0,0,0,0.0
yossigo,Yossi Gottlieb,2,0,7,256,"{'Unknown', 'Itamar Haber', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb'}",7,12,8,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
soloestoy,zhaozhao.zz,0,0,1,4,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,151,1673,4.01,3.0,1,1,0.7481296758104738
oranagra,Oran Agra,0,0,2,4,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,1,0,3,19,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
huangzhw,Huang Zhw,0,28,1,4,{'Oran Agra'},1,1,2,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
oranagra,Oran Agra,0,0,2,9,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
zuiderkwast,Viktor Söderqvist,0,0,2,109,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
huangzhw,Huang Zhw,0,0,1,2,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
yossigo,Yossi Gottlieb,0,0,1,4,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
panjf2000,Andy Pan,0,0,2,4,{'Oran Agra'},1,0,2,50279,4511,0.6185697153316922,186,1764,2640,9.01,0.0,0,0,0.7769145394006659
yossigo,Yossi Gottlieb,0,0,3,9,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
panjf2000,Andy Pan,0,0,1,2,"{'Oran Agra', 'Andy Pan'}",3,1,4,50279,4511,0.6185697153316922,186,1764,2640,9.01,0.0,0,0,0.7769145394006659
panjf2000,Andy Pan,0,0,1,2,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,1764,2640,9.01,0.0,0,0,0.7769145394006659
simonkotwicz,Simon Kotwicz,0,1,1,2,"{'Madelyn Olson', 'Wang Yuan'}",0,0,1,50279,4511,0.6185697153316922,186,6,2276,0.01,0.0,0,0,0.0
panjf2000,Andy Pan,0,0,1,5,{'Oran Agra'},2,0,3,50279,4511,0.6185697153316922,186,1764,2640,9.01,0.0,0,0,0.7769145394006659
oranagra,Oran Agra,0,0,1,69,"{'Oran Agra', 'Yossi Gottlieb', 'Itamar Haber'}",3,6,4,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
zuiderkwast,Viktor Söderqvist,0,0,3,122,"{'Viktor Söderqvist', 'Yang Bodong', 'Oran Agra'}",3,7,4,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
yossigo,Yossi Gottlieb,0,3,4,92,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
ShooterIT,Wang Yuan,8,3,1,32,"{'zhaozhao.zz', 'Unknown', 'Yossi Gottlieb', 'Oran Agra'}",2,4,3,50279,4511,0.6185697153316922,186,43,1936,38.01,6.0,0,1,0.6577216521967904
nmvk,Raghav Muddur,0,2,2,6,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,9,3383,10.01,0.0,0,1,0.999000999000999
zuiderkwast,Viktor Söderqvist,4,0,2,367,"{'Viktor Söderqvist', 'Itamar Haber', 'Oran Agra'}",2,6,3,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
itamarhaber,Itamar Haber,0,5,1,33,"{'Oran Agra', 'Yossi Gottlieb'}",1,0,2,50279,4511,0.6185697153316922,186,201,2799,13.01,4.0,1,1,0.7686395080707148
hwware,Wen Hui,2,0,1,37,"{'Yossi Gottlieb', 'Wen Hui'}",1,2,2,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
nmvk,Raghav Muddur,13,0,7,586,"{'Madelyn Olson', 'Oran Agra', 'Yossi Gottlieb', 'Raghav Muddur'}",7,30,8,50279,4511,0.6185697153316922,186,9,3383,10.01,0.0,0,1,0.999000999000999
jonahharris,Jonah H. Harris,19,0,1,19,"{'Oran Agra', 'Jonah H. Harris'}",0,1,1,50279,4511,0.6185697153316922,186,28,4193,11.01,1.0,0,1,0.9082652134423251
zuiderkwast,Viktor Söderqvist,0,1,2,552,"{'Viktor Söderqvist', 'Oran Agra'}",1,10,2,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
charsyam,charsyam,0,0,1,10,"{'Madelyn Olson', 'Unknown', 'charsyam'}",1,5,2,50279,4511,0.6185697153316922,186,195,3940,9.01,0.0,0,1,0.9988901220865705
allenfarris,Allen Farris,15,0,7,695,"{'Unknown', 'Oran Agra', 'Allen Farris', 'Madelyn Olson', 'Yossi Gottlieb'}",19,30,20,50279,4511,0.6185697153316922,186,0,559,0.01,0.0,0,0,0.0
oranagra,Oran Agra,0,0,1,2,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
huangzhw,Huang Zhw,55,0,1,74,"{'Madelyn Olson', 'Oran Agra', 'Unknown', 'Huang Zhw'}",3,10,4,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
madolson,Madelyn Olson,0,0,2,15,{'Yossi Gottlieb'},1,0,2,50279,4511,0.6185697153316922,186,51,1324,30.009999999999998,25.0,1,0,0.4665111629456848
oranagra,Oran Agra,0,0,42,1504,"{'Madelyn Olson', 'Yossi Gottlieb'}",0,4,39,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,2,17,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
liguangbo,Bob Li,0,0,1,2,"{'Oran Agra', 'Bob Li', 'Wang Yuan'}",0,2,1,50279,4511,0.6185697153316922,186,22,2178,16.009999999999998,0.0,0,0,0.9369144284821987
oranagra,Oran Agra,1,0,89,6820,"{'Madelyn Olson', 'Oran Agra', 'Yossi Gottlieb', 'Itamar Haber'}",0,11,87,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
ShooterIT,Wang Yuan,6,10,3,65,"{'Itamar Haber', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb', 'Wang Yuan'}",4,11,4,50279,4511,0.6185697153316922,186,43,1936,38.01,6.0,0,1,0.6577216521967904
oranagra,Oran Agra,0,0,1,7,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,4,60,"{'Madelyn Olson', 'Oran Agra'}",0,3,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yangbodong22011,Yang Bodong,7,14,11,1025,"{'Itamar Haber', 'zhaozhao.zz', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb'}",11,19,14,50279,4511,0.6185697153316922,186,78,2219,5.01,1.0,0,0,0.5988023952095809
hwware,Wen Hui,0,0,1,1,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
oranagra,Oran Agra,0,1,1,2,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
gkorland,Guy Korland,0,13,3,30,{'Oran Agra'},12,0,14,50279,4511,0.6185697153316922,186,82,3745,50.01,0.0,0,1,0.8598280343931214
zuiderkwast,Viktor Söderqvist,23,0,8,1165,"{'Bjorn Svensson', 'Viktor Söderqvist', 'Unknown', 'Oran Agra'}",21,30,21,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
GnaneshKunal,Gnanesh,44,2,3,112,"{'Gnanesh', 'Itamar Haber', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb'}",8,9,9,50279,4511,0.6185697153316922,186,16,1854,2.01,0.0,0,1,0.9950248756218907
huangzhw,Huang Zhw,0,0,1,2,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
oranagra,Oran Agra,0,0,1,1,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
MeirShpilraien,Meir Shpilraien (Spielrein),0,0,2,12,{'Oran Agra'},2,2,3,50279,4511,0.6185697153316922,186,9,1547,20.009999999999998,1.0,0,0,0.8995502248875563
huangzhw,Huang Zhw,0,0,1,2,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
yossigo,Yossi Gottlieb,22,2,8,491,"{'Unknown', 'Itamar Haber', 'Oran Agra', 'Wen Hui', 'Madelyn Olson', 'Yossi Gottlieb'}",8,18,9,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
oranagra,Oran Agra,0,0,2,6,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,1,2,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,2,25,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
hwware,Wen Hui,11,14,9,307,"{'Oran Agra', 'Yossi Gottlieb', 'Wen Hui'}",9,10,12,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
oranagra,Oran Agra,1,3,1,3,"{'Madelyn Olson', 'Yossi Gottlieb', 'Itamar Haber'}",0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,4,1,4,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,1,5,4,58,"{'Madelyn Olson', 'Yossi Gottlieb', 'Itamar Haber'}",0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,3,0,1,2,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yangbodong22011,Yang Bodong,11,0,2,54,"{'Unknown', 'Itamar Haber', 'Yang Bodong', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb'}",4,18,5,50279,4511,0.6185697153316922,186,78,2219,5.01,1.0,0,0,0.5988023952095809
yangbodong22011,Yang Bodong,17,0,7,87,"{'Binbin', 'Itamar Haber', 'Yang Bodong', 'zhaozhao.zz', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb'}",2,28,3,50279,4511,0.6185697153316922,186,78,2219,5.01,1.0,0,0,0.5988023952095809
huangzhw,Huang Zhw,0,57,1,13,"{'Oran Agra', 'Unknown'}",1,2,2,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
filipecosta90,filipe oliveira,20,2,1,18,"{'Oran Agra', 'Itamar Haber'}",2,3,3,50279,4511,0.6185697153316922,186,78,2826,42.01,2.0,0,1,0.8569388240895025
oranagra,Oran Agra,0,0,3,10,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
itamarhaber,Itamar Haber,0,0,2,4,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,201,2799,13.01,4.0,1,1,0.7686395080707148
panjf2000,Andy Pan,5,21,15,85,"{'Oran Agra', 'Andy Pan'}",28,30,33,50279,4511,0.6185697153316922,186,1764,2640,9.01,0.0,0,0,0.7769145394006659
huangzhw,Huang Zhw,0,0,1,8,{'Oran Agra'},1,1,2,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
yangbodong22011,Yang Bodong,11,0,4,92,"{'Oran Agra', 'Yossi Gottlieb', 'Itamar Haber', 'Yang Bodong'}",1,8,2,50279,4511,0.6185697153316922,186,78,2219,5.01,1.0,0,0,0.5988023952095809
ShooterIT,Wang Yuan,0,0,1,48,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,43,1936,38.01,6.0,0,1,0.6577216521967904
oranagra,Oran Agra,0,0,1,1,"{'Unknown', 'Yossi Gottlieb'}",0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yossigo,Yossi Gottlieb,25,0,14,106,"{'Oran Agra', 'Yossi Gottlieb'}",2,4,4,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
MeirShpilraien,Meir Shpilraien (Spielrein),0,0,2,6,{'Oran Agra'},1,0,2,50279,4511,0.6185697153316922,186,9,1547,20.009999999999998,1.0,0,0,0.8995502248875563
yossigo,Yossi Gottlieb,0,0,1,16,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
hwware,Wen Hui,0,0,1,17,{'Yossi Gottlieb'},1,1,2,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
braddunbar,Brad Dunbar,0,2,1,4,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,205,4809,0.01,0.0,0,1,0.0
madolson,Madelyn Olson,0,1,21,206,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,51,1324,30.009999999999998,25.0,1,0,0.4665111629456848
prekageo,George Prekas,16,0,4,146,"{'Madelyn Olson', 'Oran Agra', 'Yossi Gottlieb', 'Itamar Haber'}",7,5,8,50279,4511,0.6185697153316922,186,23,3681,0.01,0.0,0,0,0.0
valentinogeron,Valentino Geron,0,0,1,7,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,0,1203,0.01,0.0,0,0,0.0
filipecosta90,filipe oliveira,10,0,9,312,"{'Madelyn Olson', 'Oran Agra', 'filipe oliveira'}",19,30,19,50279,4511,0.6185697153316922,186,78,2826,42.01,2.0,0,1,0.8569388240895025
oranagra,Oran Agra,1,0,9,316,"{'Madelyn Olson', 'Unknown', 'Itamar Haber', 'Oran Agra'}",1,4,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,5,0,2,337,"{'Madelyn Olson', 'Oran Agra', 'Yossi Gottlieb'}",0,11,2,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yangbodong22011,Yang Bodong,4,0,1,16,{'Oran Agra'},2,2,3,50279,4511,0.6185697153316922,186,78,2219,5.01,1.0,0,0,0.5988023952095809
QuChen88,Qu Chen,1,0,4,175,"{'Madelyn Olson', 'Oran Agra', 'Jim Brunner', 'Qu Chen'}",0,14,2,50279,4511,0.6185697153316922,186,9,2191,0.01,0.0,0,0,0.0
felixbuenemann,Felix Bünemann,5,2,1,10,"{'Madelyn Olson', 'Yossi Gottlieb'}",1,1,2,50279,4511,0.6185697153316922,186,52,3669,1.01,0.0,0,0,0.9900990099009901
filipecosta90,filipe oliveira,0,0,1,9,{'Yossi Gottlieb'},1,0,1,50279,4511,0.6185697153316922,186,78,2826,42.01,2.0,0,1,0.8569388240895025
hwware,Wen Hui,0,2,1,2,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
itamarhaber,Itamar Haber,0,0,2,40,"{'Oran Agra', 'Yossi Gottlieb'}",0,0,1,50279,4511,0.6185697153316922,186,201,2799,13.01,4.0,1,1,0.7686395080707148
oranagra,Oran Agra,0,0,2,12,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,3,319,"{'Yossi Gottlieb', 'Itamar Haber'}",3,3,4,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,2,83,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yossigo,Yossi Gottlieb,0,0,2,41,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
ShooterIT,Wang Yuan,31,0,3,152,"{'Madelyn Olson', 'Wang Yuan'}",5,6,6,50279,4511,0.6185697153316922,186,43,1936,38.01,6.0,0,1,0.6577216521967904
