pr_author_login,pr_author_name,pr_notice_time,pr_review_time,pr_changed_files,pr_LOC,pr_reviewers,pr_review_commits,pr_review_comments,pr_commits,repo_stars,repo_create_time,repo_external_contribution,repo_team_size,user_followers,user_dev_time,user_experience,user_repo_experience,user_main_member,user_watched,user_succ_rate
huangzhw,Huang Zhw,0,0,1,4,{'Yossi Gottlieb'},1,0,2,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
panjf2000,Andy Pan,0,0,4,8,"{'Binbin', 'Itamar Haber'}",0,0,1,50279,4511,0.6185697153316922,186,1764,2640,9.01,0.0,0,0,0.7769145394006659
enjoy-binbin,Binbin,1,0,1,5,"{'Oran Agra', 'Itamar Haber'}",0,2,1,50279,4511,0.6185697153316922,186,20,1749,25.009999999999998,24.0,0,1,0.4398240703718513
enjoy-binbin,Binbin,0,1,1,4,"{'Oran Agra', 'Yossi Gottlieb'}",0,0,1,50279,4511,0.6185697153316922,186,20,1749,25.009999999999998,24.0,0,1,0.4398240703718513
filipecosta90,filipe oliveira,0,0,1,82,"{'Oran Agra', 'filipe oliveira'}",3,8,4,50279,4511,0.6185697153316922,186,78,2826,42.01,2.0,0,1,0.8569388240895025
oranagra,Oran Agra,0,0,1,12,{'Madelyn Olson'},0,1,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yossigo,Yossi Gottlieb,0,0,1,6,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
madolson,Madelyn Olson,23,0,12,179,"{'zhaozhao.zz', 'Madelyn Olson', 'Oran Agra', 'Yossi Gottlieb'}",6,12,6,50279,4511,0.6185697153316922,186,51,1324,30.009999999999998,25.0,1,0,0.4665111629456848
huangzhw,Huang Zhw,14,0,1,2,"{'Madelyn Olson', 'Yossi Gottlieb', 'Wang Yuan'}",0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
yangbodong22011,Yang Bodong,0,0,1,4,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,78,2219,5.01,1.0,0,0,0.5988023952095809
gkorland,Guy Korland,1,0,1,33,"{'Oran Agra', 'Guy Korland'}",7,4,8,50279,4511,0.6185697153316922,186,82,3745,50.01,0.0,0,1,0.8598280343931214
adlternative,ZheNing Hu,0,0,1,4,"{'Oran Agra', 'Yang Bodong'}",0,0,1,50279,4511,0.6185697153316922,186,12,612,23.009999999999998,0.0,0,1,0.0
huangzhw,Huang Zhw,2,0,1,9,"{'Madelyn Olson', 'Huang Zhw'}",1,3,2,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
iakkus,Istemi Ekin Akkus,0,1,1,2,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,3,2878,6.01,2.0,0,1,0.3327787021630616
bugwz,bugwz,0,1,1,2,{'Itamar Haber'},0,0,1,50279,4511,0.6185697153316922,186,9,2269,2.01,2.0,0,0,0.0
enjoy-binbin,Binbin,0,1,1,4,{'Itamar Haber'},0,0,1,50279,4511,0.6185697153316922,186,20,1749,25.009999999999998,24.0,0,1,0.4398240703718513
oranagra,Oran Agra,0,3,4,45,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,1,4,"{'Viktor Söderqvist', 'Itamar Haber'}",0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
ushachar,Uri Shachar,0,0,1,4,{'Itamar Haber'},0,0,1,50279,4511,0.6185697153316922,186,2,2480,2.01,2.0,0,0,0.9950248756218907
ShooterIT,Wang Yuan,1,0,1,11,"{'Unknown', 'Oran Agra', 'Wang Yuan'}",1,5,1,50279,4511,0.6185697153316922,186,43,1936,38.01,6.0,0,1,0.6577216521967904
xsddz,xsddz,0,0,1,2,{'Itamar Haber'},0,0,1,50279,4511,0.6185697153316922,186,11,3153,0.01,0.0,0,0,0.0
bugwz,bugwz,0,0,2,18,"{'Unknown', 'bugwz', 'Oran Agra'}",0,5,1,50279,4511,0.6185697153316922,186,9,2269,2.01,2.0,0,0,0.0
madolson,Madelyn Olson,0,0,3,17,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,51,1324,30.009999999999998,25.0,1,0,0.4665111629456848
nmvk,Raghav Muddur,23,0,4,38,"{'Itamar Haber', 'Raghav Muddur', 'zhaozhao.zz', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb'}",3,5,4,50279,4511,0.6185697153316922,186,9,3383,10.01,0.0,0,1,0.999000999000999
zuiderkwast,Viktor Söderqvist,0,0,1,4,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
oranagra,Oran Agra,0,0,119,4587,"{'Madelyn Olson', 'Yossi Gottlieb', 'Itamar Haber'}",0,3,133,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
huangzhw,Huang Zhw,0,0,1,3,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
imzyxwvu,zyxwvu Shi,2,0,3,16,"{'zyxwvu Shi', 'Unknown', 'Oran Agra', 'Madelyn Olson'}",0,8,1,50279,4511,0.6185697153316922,186,33,2904,1.01,0.0,0,0,0.9900990099009901
huangzhw,Huang Zhw,19,1,2,54,"{'Madelyn Olson', 'Yossi Gottlieb', 'Wen Hui'}",1,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
eltociear,Ikko Ashimine,0,2,1,4,{'Itamar Haber'},0,0,1,50279,4511,0.6185697153316922,186,33,1757,96.00999999999999,0.0,0,0,0.6874283928757422
oranagra,Oran Agra,0,0,1,10,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yossigo,Yossi Gottlieb,0,0,2,12,{'Oran Agra'},1,2,2,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
oranagra,Oran Agra,0,0,3,27,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
huangzhw,Huang Zhw,4,3,4,33,"{'Huang Zhw', 'Itamar Haber', 'Wen Hui'}",1,3,2,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
OhBonsai,Bonsai,0,3,1,4,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,36,1924,1.01,1.0,0,1,0.9900990099009901
hpatro,Harkrishn Patro,3,0,4,100,"{'Harkrishn Patro', 'Oran Agra', 'Huang Zhw', 'Madelyn Olson'}",3,7,4,50279,4511,0.6185697153316922,186,0,1451,1.01,1.0,0,1,0.0
OhBonsai,Bonsai,0,0,1,4,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,36,1924,1.01,1.0,0,1,0.9900990099009901
hwware,Wen Hui,3,1,2,6,"{'zhaozhao.zz', 'Madelyn Olson', 'Oran Agra', 'Yossi Gottlieb'}",1,3,2,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
OhBonsai,Bonsai,0,0,7,16,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,36,1924,1.01,1.0,0,1,0.9900990099009901
isbee,Seunghyun Lee,8,0,1,2,"{'Itamar Haber', 'Wang Yuan'}",0,0,1,50279,4511,0.6185697153316922,186,2,1664,0.01,0.0,0,0,0.0
oranagra,Oran Agra,0,0,4,51,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,1,5,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
hwware,Wen Hui,0,0,1,2,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
huangzhw,Huang Zhw,0,89,1,4,{'Oran Agra'},2,0,3,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
oranagra,Oran Agra,0,0,1,2,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,2,19,"{'Jim Brunner', 'Yossi Gottlieb'}",0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yossigo,Yossi Gottlieb,0,0,4,13,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
fadidahanna,Hanna Fadida,8,0,9,195,"{'Meir Shpilraien (Spielrein)', 'Itamar Haber', 'zhaozhao.zz', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb'}",4,4,5,50279,4511,0.6185697153316922,186,0,444,0.01,0.0,0,0,0.0
zuiderkwast,Viktor Söderqvist,0,2,1,4,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
ShooterIT,Wang Yuan,3,0,3,20,"{'Oran Agra', 'Wang Yuan'}",1,5,2,50279,4511,0.6185697153316922,186,43,1936,38.01,6.0,0,1,0.6577216521967904
hwware,Wen Hui,0,0,1,14,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
panjf2000,Andy Pan,5,14,9,83,"{'Oran Agra', 'Andy Pan'}",2,3,3,50279,4511,0.6185697153316922,186,1764,2640,9.01,0.0,0,0,0.7769145394006659
panjf2000,Andy Pan,9,4,1,15,"{'Viktor Söderqvist', 'Oran Agra'}",0,0,1,50279,4511,0.6185697153316922,186,1764,2640,9.01,0.0,0,0,0.7769145394006659
oranagra,Oran Agra,0,0,1,2,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yangbodong22011,Yang Bodong,1,0,3,16,"{'Oran Agra', 'Itamar Haber'}",1,3,2,50279,4511,0.6185697153316922,186,78,2219,5.01,1.0,0,0,0.5988023952095809
yossigo,Yossi Gottlieb,0,0,4,91,"{'Sokolov Yura', 'Oran Agra', 'Yossi Gottlieb'}",1,4,2,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
huangzhw,Huang Zhw,0,10,1,3,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
huangzhw,Huang Zhw,0,2,1,10,"{'Oran Agra', 'Huang Zhw'}",0,5,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
hwware,Wen Hui,0,0,3,25,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
oranagra,Oran Agra,0,0,5,20,"{'Viktor Söderqvist', 'Yossi Gottlieb'}",0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yossigo,Yossi Gottlieb,0,0,1,7,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
valentinogeron,Valentino Geron,1,0,2,15,"{'Valentino Geron', 'Unknown', 'Oran Agra'}",0,7,1,50279,4511,0.6185697153316922,186,0,1203,0.01,0.0,0,0,0.0
huangzhw,Huang Zhw,5,0,5,57,"{'Madelyn Olson', 'Oran Agra', 'Yossi Gottlieb', 'Huang Zhw'}",1,5,2,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
JunhuaY,Junhua Yang,0,0,2,10,{'Oran Agra'},1,0,2,50279,4511,0.6185697153316922,186,0,120,0.01,0.0,0,0,0.0
oranagra,Oran Agra,0,0,1,18,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yossigo,Yossi Gottlieb,0,0,2,31,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
MeirShpilraien,Meir Shpilraien (Spielrein),0,0,2,47,{'Oran Agra'},2,1,3,50279,4511,0.6185697153316922,186,9,1547,20.009999999999998,1.0,0,0,0.8995502248875563
huangzhw,Huang Zhw,0,0,1,4,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
jlisam,Javier Li Sam,23,1,1,24,{'Itamar Haber'},0,0,2,50279,4511,0.6185697153316922,186,13,3561,0.01,0.0,0,0,0.0
stevelipinski,Steve,0,2,1,6,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,1,2685,0.01,0.0,0,0,0.0
hwware,Wen Hui,0,20,1,2,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
ShooterIT,Wang Yuan,0,0,1,3,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,43,1936,38.01,6.0,0,1,0.6577216521967904
igorwwwwwwwwwwwwwwwwwwww,Igor,0,0,1,4,"{'Madelyn Olson', 'Unknown', 'Igor'}",1,4,2,50279,4511,0.6185697153316922,186,44,2347,2.01,0.0,0,0,0.49751243781094534
oranagra,Oran Agra,0,0,1,2,"{'Oran Agra', 'Yossi Gottlieb'}",2,4,3,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
hwware,Wen Hui,0,0,1,2,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
oranagra,Oran Agra,1,0,2,14,"{'Unknown', 'Yossi Gottlieb'}",0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
huangzhw,Huang Zhw,0,0,1,7,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
oranagra,Oran Agra,0,0,1,6,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
georgeanderson,George Anderson Guimarães,18,31,1,16,"{'Oran Agra', 'George Anderson Guimarães', 'Unknown'}",4,2,5,50279,4511,0.6185697153316922,186,5,3843,0.01,0.0,0,0,0.0
huangzhw,Huang Zhw,0,0,1,2,{'Oran Agra'},1,0,2,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
oranagra,Oran Agra,0,0,1,9,"{'Yossi Gottlieb', 'Wang Yuan'}",0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
OhBonsai,Bonsai,8,10,4,51,"{'zhaozhao.zz', 'Oran Agra', 'Yossi Gottlieb', 'Bonsai'}",5,5,7,50279,4511,0.6185697153316922,186,36,1924,1.01,1.0,0,1,0.9900990099009901
yancz2000,yancz2000,17,6,1,17,"{'Yossi Gottlieb', 'Itamar Haber'}",1,1,2,50279,4511,0.6185697153316922,186,2,1862,2.01,2.0,0,1,0.0
QuChen88,Qu Chen,4,2,6,23,"{'Madelyn Olson', 'Unknown', 'Qu Chen', 'Oran Agra'}",0,9,1,50279,4511,0.6185697153316922,186,9,2191,0.01,0.0,0,0,0.0
hwware,Wen Hui,0,0,1,4,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
botovq,Theo Buehler,0,0,2,4,{'Oran Agra'},0,0,2,50279,4511,0.6185697153316922,186,16,2343,11.01,0.0,0,0,0.36330608537693004
MeirShpilraien,Meir Shpilraien (Spielrein),0,0,2,36,{'Oran Agra'},2,2,3,50279,4511,0.6185697153316922,186,9,1547,20.009999999999998,1.0,0,0,0.8995502248875563
yossigo,Yossi Gottlieb,0,0,2,80,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
MeirShpilraien,Meir Shpilraien (Spielrein),0,0,1,14,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,9,1547,20.009999999999998,1.0,0,0,0.8995502248875563
yossigo,Yossi Gottlieb,0,0,1,9,{'Oran Agra'},1,1,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
fatpat,Jérôme Loyet,12,2,6,110,"{'Jérôme Loyet', 'Itamar Haber', 'Oran Agra', 'Wen Hui', 'Madelyn Olson', 'Yossi Gottlieb'}",0,11,1,50279,4511,0.6185697153316922,186,8,3710,3.01,0.0,0,0,0.0
funny-falcon,Sokolov Yura,13,0,5,196,{'Yossi Gottlieb'},4,1,6,50279,4511,0.6185697153316922,186,275,4115,7.01,0.0,0,0,0.9985734664764623
huangzhw,Huang Zhw,0,1,2,12,{'Oran Agra'},4,0,5,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
yossigo,Yossi Gottlieb,7,0,4,65,"{'Madelyn Olson', 'Oran Agra', 'Yossi Gottlieb', 'Itamar Haber'}",1,7,2,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
yossigo,Yossi Gottlieb,7,0,5,57,"{'Madelyn Olson', 'Oran Agra', 'Yossi Gottlieb', 'Itamar Haber'}",0,1,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
huangzhw,Huang Zhw,0,1,6,51,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
itamarhaber,Itamar Haber,11,0,1,2,"{'Madelyn Olson', 'Wang Yuan'}",0,0,1,50279,4511,0.6185697153316922,186,201,2799,13.01,4.0,1,1,0.7686395080707148
hpatro,Harkrishn Patro,1,0,2,14,"{'Harkrishn Patro', 'Huang Zhw', 'zhaozhao.zz', 'Madelyn Olson'}",0,3,1,50279,4511,0.6185697153316922,186,0,1451,1.01,1.0,0,1,0.0
oranagra,Oran Agra,15,0,6,121,"{'Madelyn Olson', 'Oran Agra', 'zhaozhao.zz'}",3,3,4,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,5,0,1,2,"{'Yossi Gottlieb', 'Itamar Haber'}",0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,1,2,{'zhaozhao.zz'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,1,1,1,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,1,2,"{'zhaozhao.zz', 'Madelyn Olson', 'Yossi Gottlieb', 'Itamar Haber'}",0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
hwware,Wen Hui,0,6,1,12,{'Yossi Gottlieb'},2,0,2,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
itamarhaber,Itamar Haber,0,0,1,2,"{'zhaozhao.zz', 'Madelyn Olson'}",0,0,1,50279,4511,0.6185697153316922,186,201,2799,13.01,4.0,1,1,0.7686395080707148
hpatro,Harkrishn Patro,0,0,1,2,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,0,1451,1.01,1.0,0,1,0.0
yossigo,Yossi Gottlieb,0,0,1,6,"{'Oran Agra', 'Yossi Gottlieb'}",1,2,2,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
yossigo,Yossi Gottlieb,0,0,1,2,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
yossigo,Yossi Gottlieb,0,0,1,6,"{'Viktor Söderqvist', 'Oran Agra'}",0,1,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
chimney-lee,luhuachao,0,1,1,5,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,1,2158,0.01,0.0,0,1,0.0
huangzhw,Huang Zhw,0,0,2,5,"{'Madelyn Olson', 'Viktor Söderqvist'}",0,1,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
yatsukhnenko,Pavlo Yatsukhnenko,0,3,1,8,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,37,3473,7.01,0.0,0,1,0.7132667617689016
yossigo,Yossi Gottlieb,2,0,1,9,{'Oran Agra'},1,1,2,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
yancz2000,yancz2000,0,1,1,2,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,2,1862,2.01,2.0,0,1,0.0
yancz2000,yancz2000,0,33,3,6,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,2,1862,2.01,2.0,0,1,0.0
eltociear,Ikko Ashimine,1,12,1,2,"{'Yossi Gottlieb', 'Guy Korland'}",0,0,1,50279,4511,0.6185697153316922,186,33,1757,96.00999999999999,0.0,0,0,0.6874283928757422
hwware,Wen Hui,0,0,1,12,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
yossigo,Yossi Gottlieb,0,0,3,22,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
zuiderkwast,Viktor Söderqvist,21,6,10,187,"{'Madelyn Olson', 'Viktor Söderqvist', 'Yossi Gottlieb', 'Oran Agra'}",4,17,5,50279,4511,0.6185697153316922,186,28,4095,14.01,0.0,0,1,0.7851534618129907
madolson,Madelyn Olson,12,10,1,1,"{'Yossi Gottlieb', 'WuYunlong'}",0,0,1,50279,4511,0.6185697153316922,186,51,1324,30.009999999999998,25.0,1,0,0.4665111629456848
madolson,Madelyn Olson,8,5,7,136,"{'Itamar Haber', 'zhaozhao.zz', 'Oran Agra', 'Madelyn Olson', 'Yossi Gottlieb'}",9,18,13,50279,4511,0.6185697153316922,186,51,1324,30.009999999999998,25.0,1,0,0.4665111629456848
yossigo,Yossi Gottlieb,0,0,1,16,{'Oran Agra'},1,1,2,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
oranagra,Oran Agra,0,0,36,782,"{'Madelyn Olson', 'Yossi Gottlieb', 'Itamar Haber'}",3,2,25,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
yossigo,Yossi Gottlieb,0,0,3,20,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
oranagra,Oran Agra,0,0,9,107,"{'Madelyn Olson', 'Yossi Gottlieb', 'Itamar Haber'}",0,2,4,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,3,18,"{'Madelyn Olson', 'Yossi Gottlieb', 'Itamar Haber'}",0,0,2,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,3,5,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
hwware,Wen Hui,0,13,1,9,{'Yossi Gottlieb'},1,0,2,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
yossigo,Yossi Gottlieb,1,4,2,157,"{'Oran Agra', 'Yossi Gottlieb', 'Unknown'}",6,7,7,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
chenyang8094,chenyang8094,13,12,2,36,"{'Unknown', 'Itamar Haber', 'chenyang8094', 'zhaozhao.zz', 'Oran Agra', 'Yossi Gottlieb'}",0,15,1,50279,4511,0.6185697153316922,186,16,2182,9.01,5.0,0,1,0.7769145394006659
OhBonsai,Bonsai,2,0,2,6,"{'Viktor Söderqvist', 'Oran Agra'}",1,1,2,50279,4511,0.6185697153316922,186,36,1924,1.01,1.0,0,1,0.9900990099009901
madolson,Madelyn Olson,0,0,4,111,"{'Madelyn Olson', 'Unknown', 'Oran Agra'}",1,4,2,50279,4511,0.6185697153316922,186,51,1324,30.009999999999998,25.0,1,0,0.4665111629456848
QuChen88,Qu Chen,4,0,1,8,"{'Madelyn Olson', 'Oran Agra', 'Yossi Gottlieb'}",0,0,1,50279,4511,0.6185697153316922,186,9,2191,0.01,0.0,0,0,0.0
yossigo,Yossi Gottlieb,0,0,3,58,"{'Oran Agra', 'Yossi Gottlieb'}",0,6,4,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
yatsukhnenko,Pavlo Yatsukhnenko,3,0,1,2,"{'Oran Agra', 'Pavlo Yatsukhnenko'}",1,13,1,50279,4511,0.6185697153316922,186,37,3473,7.01,0.0,0,1,0.7132667617689016
madolson,Madelyn Olson,0,0,2,4,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,51,1324,30.009999999999998,25.0,1,0,0.4665111629456848
hwware,Wen Hui,0,0,1,3,"{'Oran Agra', 'Wen Hui'}",1,2,2,50279,4511,0.6185697153316922,186,13,770,11.01,10.0,0,1,0.6357856494096277
yossigo,Yossi Gottlieb,0,0,2,11,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
yossigo,Yossi Gottlieb,0,0,1,5,{'Oran Agra'},0,0,1,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
huangzhw,Huang Zhw,0,0,1,2,{'Madelyn Olson'},0,0,1,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
huangzhw,Huang Zhw,10,20,7,88,"{'Madelyn Olson', 'Unknown', 'Huang Zhw', 'Oran Agra'}",5,10,6,50279,4511,0.6185697153316922,186,11,3107,21.009999999999998,17.0,0,1,0.6187529747739172
yossigo,Yossi Gottlieb,0,0,2,29,{'Oran Agra'},1,1,2,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
yossigo,Yossi Gottlieb,0,0,5,54,"{'Oran Agra', 'Yossi Gottlieb'}",0,1,4,50279,4511,0.6185697153316922,186,65,3438,13.01,7.0,1,0,0.8455034588777863
oranagra,Oran Agra,0,0,17,442,"{'Madelyn Olson', 'Yossi Gottlieb', 'Itamar Haber'}",0,0,12,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,24,571,"{'Madelyn Olson', 'Yossi Gottlieb', 'Itamar Haber'}",0,2,11,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,89,2506,"{'Madelyn Olson', 'Yossi Gottlieb', 'Itamar Haber'}",0,0,53,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
oranagra,Oran Agra,0,0,1,5,{'Yossi Gottlieb'},0,0,1,50279,4511,0.6185697153316922,186,73,2683,15.01,11.0,1,0,0.6662225183211192
